filename;hide_color;use_stratification;num_samples;dist_fn;segments;max_dist;kernal_size;segs_range;model_name;f_x;g_x;q05_Y;q95_Y;q01_Y;q99_Y;std_Y;std_abs_Y;r2;maxval;local_pred;intercept;std_beta;std_abs_beta;mean_beta;mean_abs_beta;q05_beta;q95_beta;q01_beta;q99_beta;q25_beta;q75_beta;q10_beta;q90_beta;max_beta;min_beta;cv_beta;cv_abs_beta;RC_Y
00000002;mean-filled;False;1000;cosine;100;6.005859375;4;[50, 100];ResNet50;0.9993297;0.9992404943405844;0.9979497969150544;0.9998356640338898;0.9967680734395981;0.9999177932739258;0.00066466123;0.00066466123;0.5576702542374881;0.0004991442317783316;[0.99924049];0.999181360547525;9.027738235283658e-05;7.733416053656172e-05;3.391791289785681e-06;4.670050991947534e-05;-9.725598531614416e-05;0.00014457253796919573;-0.0002334498140685195;0.00032924540973926133;-2.2186050264925645e-05;1.83165079298392e-05;-5.210132097577965e-05;5.8524654109822815e-05;0.0004991442317783316;-0.00035674215344585797;26.616432038346613;1.6559596601815978;0.0030596742687718386
00000002;mean-filled;True;1000;cosine;100;6.005859375;4;[50, 100];ResNet50;0.9993297;0.9995320613282425;0.9973996877670288;0.999790871143341;0.9961887925863266;0.9998959648609161;0.00081159605;0.00081159605;0.5179015342432918;0.0005281017112298499;[0.99953206];0.9983794422347997;0.00010728999001422343;8.797954302999369e-05;1.0899187432969488e-05;6.236613064945308e-05;-0.00011390730600821662;0.0001902433450555072;-0.00020263087005066268;0.00040143874247554426;-3.0532142180646785e-05;3.987978729407476e-05;-7.352868717676035e-05;8.933255001344064e-05;0.0005281017112298499;-0.0004292992246766176;9.843852183849656;1.4106942680877257;0.0035044043977175226
00000002;mean-filled;False;1000;cosine;150;4.78515625;4;[100, 150];ResNet50;0.9993297;0.9995876761087028;0.9989115685224533;0.9999001502990723;0.9983217006921768;0.9999469566345215;0.00033912907;0.00033912907;0.5533877426354725;0.00018466324612448923;[0.99958768];0.9995288959094721;3.7309048340321896e-05;3.181287348758481e-05;-9.29319764400184e-07;1.9513323749374542e-05;-4.639856763832328e-05;4.3849929378248425e-05;-0.00011794305073024828;0.00014437416070806362;-9.618203931498375e-06;6.020662646196134e-06;-2.8599016760717954e-05;2.2560709891993077e-05;0.00018466324612448923;-0.00017167534769878942;-40.146620968943324;1.630315465278154;0.0015540355851763833
00000002;mean-filled;True;1000;cosine;150;4.78515625;4;[100, 150];ResNet50;0.9993297;0.9999148315206235;0.9965108036994934;0.9998508393764496;0.9944338202476501;0.9999185931682587;0.0011302303;0.0011302303;0.32303266861858815;0.0003416215729081697;[0.99991483];0.9980768694404603;6.274272888366235e-05;5.1111451354499395e-05;1.1429557603639853e-05;3.814320850715525e-05;-6.630898070860072e-05;0.00012188484414992833;-0.0001009872793650671;0.0002883204282720342;-1.963506531488093e-05;2.3072301380467307e-05;-3.5546108917373474e-05;7.500868586158215e-05;0.0003416215729081697;-0.0001078443298450386;5.4895150853154036;1.339988253607754;0.005495568702556442
00000002;mean-filled;False;1000;cosine;200;4.278564453125;4;[150, 200];ResNet50;0.9993297;0.999312588237473;0.9987836480140686;0.9999106228351593;0.9981728672981262;0.9999531531333923;0.00037889244;0.00037889244;0.6503905865649537;0.00023331556300019225;[0.99931259];0.9997239104433813;3.875707631468423e-05;3.4240874930133224e-05;-8.235388619616884e-07;1.817557880064325e-05;-4.189244584757869e-05;4.631233500088845e-05;-0.00013244460717640167;0.00010733551385243006;-6.875486780630679e-06;7.323840859617902e-06;-2.4603613175024788e-05;2.0323339441992992e-05;0.0002273731658317838;-0.00023331556300019225;-47.06162405300946;1.883894609668299;0.0017846832601990871
00000002;mean-filled;True;1000;cosine;200;4.278564453125;4;[150, 200];ResNet50;0.9993297;0.9995653193963794;0.9982763826847076;0.9998612463474273;0.9974405270814896;0.9999357545375823;0.00053792726;0.00053792726;0.4150172854046872;0.00030291168709453177;[0.99956532];0.998990559712749;4.511778159686888e-05;3.7899346903926515e-05;2.936620065801689e-06;2.4655171017242306e-05;-4.155595950907012e-05;6.080093269866752e-05;-9.5441480848445e-05;0.0001487216622804336;-1.3485211779559827e-05;1.5774810329017545e-05;-2.8326199577768543e-05;3.46195807731016e-05;0.00030291168709453177;-0.0002266525851003817;15.363847071089141;1.5371763950621982;0.002473423965329736
00000003;mean-filled;False;1000;cosine;50;9.2041015625;4;[0, 50];ResNet50;0.9697062;1.0855605497838807;0.0009073331864783541;0.9660071521997452;0.00014170104244840332;0.9838026481866836;0.38618913;0.38618913;0.8242782726754279;0.6049319443521572;[1.08556055];-0.2578657167099915;0.09489425989357932;0.09313760190185474;0.026034015637829575;0.03175023847079819;-0.01315829100478506;0.09826912470683352;-0.021888830136223343;0.4536291738181899;-0.0044528162075547825;0.01594037963834874;-0.007588396350371961;0.04169105141231424;0.6049319443521572;-0.02515350212781741;3.6450104821973803;2.9334457436443087;1.0157934428297772
00000003;mean-filled;True;1000;cosine;50;9.2041015625;4;[0, 50];ResNet50;0.9697062;0.9995665965401419;2.5860992280968276e-07;0.9752235978841781;1.0466703059819338e-07;0.9880339890718459;0.429959;0.429959;0.9161274342134447;0.4616490193582815;[0.9995666];-0.10195384111439104;0.06992659540767734;0.0694396108716508;0.022149815788279584;0.023632256065755503;-0.004586441098178507;0.06812594804580607;-0.008102079157986058;0.33385309117560297;0.0008683522350944421;0.012974622829602038;-0.002939485581021565;0.032771253399359136;0.4616490193582815;-0.009180926087726207;3.156983158509088;2.9383403208918675;1.0180303647550093
00000003;mean-filled;False;1000;cosine;100;5.000877380371094;4;[50, 100];ResNet50;0.9697062;1.170780349981228;0.0008714337891433388;0.9193482100963593;0.00012638036925636696;0.9728567963838577;0.32763427;0.32763427;0.8119332488836994;0.46176371778968406;[1.17078035];-0.5609606323338379;0.05538562687256019;0.054022680788772114;0.01701246319736239;0.020941383156384483;-0.007471971207739842;0.09563935520767852;-0.013477706222385559;0.20283401454082836;-0.0029478155147846857;0.012413085903722788;-0.005926210644868173;0.03424469631137109;0.46176371778968406;-0.015602881137251052;3.255591282110587;2.579709295481851;1.0019946705559384
00000003;mean-filled;True;1000;cosine;100;5.000877380371094;4;[50, 100];ResNet50;0.9697062;1.0257082919692506;4.902889884306205e-07;0.9756971269845962;2.3601218245516973e-07;0.9890755158662796;0.41793537;0.41793537;0.9126619324614681;0.25372702359258914;[1.02570829];-0.1697849540424789;0.030774910677682836;0.029866249477865876;0.012068073263524735;0.014168297767870123;-0.005419645071246666;0.05388190591799233;-0.012757116260246018;0.12847908253649284;-0.0005458493436576737;0.01334661337559194;-0.0034007299261815164;0.0290573945991234;0.25372702359258914;-0.014695511369921513;2.5501096990104264;2.1079631418810574;1.0203163058377513
00000003;mean-filled;False;1000;cosine;150;4.006195068359375;4;[100, 150];ResNet50;0.9697062;1.0866456433246428;0.0014986806549131873;0.8783946007490158;0.0003379318906809203;0.9584892183542252;0.2988796;0.2988796;0.8152265859637794;0.40011390699240684;[1.08664564];-0.5109069055477455;0.04166874439429901;0.04015838391980514;0.011198979474776835;0.015779911331291883;-0.011611599071231417;0.054340002189954814;-0.017226418759639164;0.16824287154359002;-0.0029762511192890106;0.010098966263173371;-0.007547003801329168;0.03216322544159942;0.40011390699240684;-0.020900589311849453;3.7207626362873882;2.544905549638308;0.9857246403553755
00000003;mean-filled;True;1000;cosine;150;4.006195068359375;4;[100, 150];ResNet50;0.9697062;1.0172679625704268;1.9853925095958406e-06;0.9757153570652009;7.379111741556699e-07;0.9889978551864624;0.41706857;0.41706857;0.9201656208257787;0.23342197587718103;[1.01726796];-0.17402274669761558;0.023800241963492327;0.02270910116819399;0.007989745352186321;0.010704404348037988;-0.008729095759576297;0.03158219608125162;-0.012685786088907844;0.09568954855945316;-0.0004897921343653378;0.009465834698558662;-0.00525042974491436;0.018034731575061243;0.23342197587718103;-0.020486781754287146;2.9788486258801234;2.1214726602098457;1.0176346322849708
00000003;mean-filled;False;1000;cosine;200;3.62548828125;4;[150, 200];ResNet50;0.9697062;1.2362109360861837;0.006322055589407682;0.8410634040832519;0.0013710732152685523;0.9443612480163573;0.28013974;0.28013974;0.8041492500576177;0.24660088994450208;[1.23621094];-0.6369163619921812;0.03179258319847581;0.02996142354520808;0.008773951488534649;0.013786358123152638;-0.011945730853206847;0.055022114747137564;-0.023010481181059354;0.1404954405865403;-0.002976166345041182;0.007178534715108395;-0.006724153943447306;0.028479954187353322;0.24660088994450208;-0.02975458109410427;3.623519373228896;2.1732660125005197;0.9610623210339222
00000003;mean-filled;True;1000;cosine;200;3.62548828125;4;[150, 200];ResNet50;0.9697062;1.0334322273319057;6.262174383664387e-06;0.9754112094640732;3.5963531399829664e-06;0.9888281941413879;0.4116677;0.4116677;0.9248972004895719;0.1386307728027985;[1.03343223];-0.19008318304833371;0.016951366236801158;0.015537507444176337;0.006024612253624855;0.009068110747165249;-0.008462173140369364;0.03264350188485758;-0.014641219514332792;0.06837144987333318;-0.0013430123831067449;0.007822222805794747;-0.005950984223946863;0.01755798461865785;0.1386307728027985;-0.020401620484154667;2.8136858478488724;1.7134227710037027;1.0176799574158235
00000004;mean-filled;False;1000;cosine;50;11.1328125;4;[0, 50];ResNet50;0.98710424;1.1797747140174284;0.03714053947478534;0.9872148782014847;0.003915090744849295;0.9933225983381272;0.31288832;0.31288832;0.4594567831495491;0.3218864563182574;[1.17977471];0.1373972494226191;0.05281198702689675;0.05046965688795123;0.021908649332589847;0.02686835727989299;-0.012547748995866642;0.07999383390792568;-0.01969284181156773;0.2422703540542112;-0.003925461602059739;0.02649152330088688;-0.008130586950716914;0.05246601628481403;0.3218864563182574;-0.021631523550731925;2.4105542165183667;1.87840500862032;1.0019071466686857
00000004;mean-filled;True;1000;cosine;50;11.1328125;4;[0, 50];ResNet50;0.98710424;1.09287376144768;0.0006281599315116182;0.9910514146089553;0.000309296891791746;0.9942828160524368;0.40142128;0.40142128;0.833522594308775;0.3400293687103698;[1.09287376];0.0339166652073597;0.05389688874662298;0.0521909564456563;0.02135030450210757;0.02523517751445743;-0.012637091993884225;0.08084150551179702;-0.017446805051951238;0.24924731687309787;-0.001340626385838256;0.027233725683199744;-0.0072224646817333924;0.03957612803482062;0.3400293687103698;-0.01802468730200158;2.52440843367375;2.0681826555710057;1.0068535665356098
00000004;mean-filled;False;1000;cosine;100;5.76171875;4;[50, 100];ResNet50;0.98710424;1.2023027569149236;0.3247577115893364;0.9930434942245483;0.12008171863853931;0.9957578277587891;0.21414079;0.21414079;0.5119930787489557;0.14340819680300382;[1.20230276];0.45776341801668774;0.02862832580691724;0.027210387727750036;0.009222892161398887;0.01281552098173568;-0.007588221156361522;0.0763751562425236;-0.00887505255921353;0.12060158903941766;-0.003514874685363662;0.005699587081089757;-0.006476946578398664;0.028986969096431964;0.14340819680300382;-0.009068434382547627;3.1040508016278294;2.1232369535760207;0.9225086244723327
00000004;mean-filled;True;1000;cosine;100;5.76171875;4;[50, 100];ResNet50;0.98710424;1.1600861857609237;0.0012422124971635641;0.9925659358501434;0.0006779470428591594;0.9957734525203705;0.38901058;0.38901058;0.8362756445377204;0.13866206505116774;[1.16008619];0.08659220253107247;0.028663477566106717;0.02675192123653529;0.011067159091024037;0.015113294368963748;-0.0077963483491731425;0.09384438709858677;-0.01592068225443314;0.12613411578375183;-0.0033382165554246834;0.010655573383055887;-0.007650756287696866;0.03165681133409258;0.13866206505116774;-0.019064526743899194;2.5899580308151604;1.77009198546892;1.0081082845641443
00000004;mean-filled;False;1000;cosine;150;4.736328125;4;[100, 150];ResNet50;0.98710424;1.325192629962245;0.14551895633339884;0.9919802695512772;0.047893937490880494;0.9958120161294938;0.2740429;0.2740429;0.6856507048051673;0.21883757357873276;[1.32519263];0.20275505971703922;0.03222456061517831;0.030930064166673522;0.008344948749004738;0.01230412967707492;-0.0075642418260384505;0.05378265156107462;-0.013506634392776795;0.18341418039796348;-0.003455246821707609;0.004397141318866135;-0.006240757210093957;0.0192921997849161;0.21883757357873276;-0.01694187920398669;3.861564832141309;2.5137953661446275;0.9592387120037117
00000004;mean-filled;True;1000;cosine;150;4.736328125;4;[100, 150];ResNet50;0.98710424;1.1679057700122923;0.00944064506329596;0.9929513603448867;0.005815792861394584;0.9953579276800156;0.40445524;0.40445524;0.880407742756426;0.1476219447876599;[1.16790577];0.010116451084629996;0.022810911554944763;0.02138896159151851;0.0077619586483677235;0.011094954261421229;-0.00799232134645687;0.040858175251715874;-0.010306168571557854;0.12210067392557726;-0.0026596735150737696;0.007591077675456448;-0.006349902613459161;0.019976462924236445;0.1476219447876599;-0.01263690340855469;2.9388086935688214;1.9278098032265931;1.0032979980587777
00000004;mean-filled;False;1000;cosine;200;4.1290283203125;4;[150, 200];ResNet50;0.98710424;1.3593775902390397;0.05271791573613882;0.99169183075428;0.01367264924570918;0.996249640583992;0.3348932;0.3348932;0.7541719609187705;0.2909702566775027;[1.35937759];-0.014217193197429867;0.03672185644848708;0.03526644171945036;0.006763702803789217;0.012268679842994082;-0.010019950972519304;0.0454165710003784;-0.014552317766407478;0.21989374449323396;-0.004570653025956525;0.003061575540453005;-0.007111798510395079;0.012780976868127647;0.2909702566775027;-0.034024903852222156;5.429253400654218;2.8745099041433497;0.9904222651527599
00000004;mean-filled;True;1000;cosine;200;4.1290283203125;4;[150, 200];ResNet50;0.98710424;1.1612346004855634;0.009033901570364834;0.9916065990924835;0.005700213536620141;0.9955467814207076;0.41874295;0.41874295;0.8997476933435118;0.19481899256881802;[1.1612346];-0.024260005859164102;0.022741233485722816;0.02147892130289723;0.005930497962989076;0.009538891246110626;-0.008929337288004728;0.02749237946460911;-0.013239287271612167;0.11550640642364948;-0.002054204763935426;0.006549429089673825;-0.006869719258220573;0.014791600962385958;0.19481899256881802;-0.014819785968841315;3.834624617974041;2.251720954639777;1.0028847877407499
00000005;mean-filled;False;1000;cosine;50;11.328125;4;[0, 50];ResNet50;0.9708492;1.137328162165912;0.10997926183044911;0.9981572329998016;0.01563467551022768;0.9992061048746108;0.26801002;0.26801002;0.5241958636817604;0.2485315844979692;[1.13732816];0.5533109729701164;0.049091958055555523;0.04549420301080067;0.012769644716202703;0.02243572295065442;-0.02750266215220712;0.11185052111843918;-0.04668425549952131;0.21181998342799663;-0.0031681119605403143;0.010458615252037593;-0.015304703748375352;0.03235480446330215;0.2485315844979692;-0.05594719054551238;3.8444263052413215;2.0277573898938552;1.01664113323432
00000005;mean-filled;True;1000;cosine;50;11.328125;4;[0, 50];ResNet50;0.9708492;1.1544686172688696;0.003234098479151726;0.997271168231964;0.0010969602630939335;0.9989032930135727;0.39389637;0.39389637;0.7457213322726468;0.3236394407942381;[1.15446862];0.2190054187094697;0.06225865466744379;0.05759628757333058;0.018153184209646112;0.029805131030068807;-0.03244007846842079;0.1412747611869303;-0.05128797411272025;0.2643900775449709;-0.005739672391689215;0.011549427342769633;-0.01648416917932636;0.05708063275787188;0.3236394407942381;-0.0584964272662095;3.4296272184778043;1.9324285981237512;1.027169203451289
00000005;mean-filled;False;1000;cosine;100;5.126953125;4;[50, 100];ResNet50;0.9708492;1.2525787685603347;0.0463640071451664;0.9978775173425675;0.004077326608821749;0.998805058002472;0.31882343;0.31882343;0.6320320411560796;0.3707816760784719;[1.25257877];0.35592274383406575;0.04762878910053958;0.04548599611591421;0.009252677314876076;0.016886022208321826;-0.015058757351220333;0.03819356411153568;-0.024479851878503687;0.22988791356008575;-0.004539508272437015;0.007599833959173491;-0.012455675568511135;0.020538569583181187;0.3707816760784719;-0.06706875639797641;5.147568371801312;2.693706993556934;1.0247049934658055
00000005;mean-filled;True;1000;cosine;100;5.126953125;4;[50, 100];ResNet50;0.9708492;1.1513605495321948;0.007505684485659004;0.9971342921257019;0.00156130729126744;0.9985480809211731;0.40492123;0.40492123;0.7772901406650987;0.3912280943346381;[1.15136055];0.19042329371728584;0.04929822172199564;0.04681591142466142;0.009572542455133597;0.018171919862376512;-0.019790106833851316;0.029213152305642583;-0.024474940942528268;0.21869641342082358;-0.005840095575891803;0.011247960803823781;-0.014810284742777846;0.02398562038032355;0.3912280943346381;-0.0474077094550641;5.149961147005184;2.576277673422387;1.026441982188365
00000005;mean-filled;False;1000;cosine;150;4.24957275390625;4;[100, 150];ResNet50;0.9708492;1.0877555812313537;0.04924607407301665;0.9968097865581512;0.008696663016453386;0.9982090985774994;0.3030877;0.3030877;0.6575875516274878;0.32271248660280594;[1.08775558];0.5448570279196017;0.03622323225844841;0.034653416385324876;0.004739350658277567;0.01156394105557925;-0.014595201618822572;0.02234181013261026;-0.023673588608730044;0.1962915152566703;-0.00529451870685211;0.0030272209645806638;-0.010376253316379114;0.012094777326525953;0.32271248660280594;-0.036653117291356674;7.643079162159548;2.996678746352279;1.0178710688198218
00000005;mean-filled;True;1000;cosine;150;4.24957275390625;4;[100, 150];ResNet50;0.9708492;1.115524449801151;0.030516807176172733;0.995614567399025;0.008003649595193566;0.9976290559768677;0.37739792;0.37739792;0.7837474445987012;0.36286562370312403;[1.11552445];0.2507915257654789;0.03915799538958248;0.03727105083389674;0.005846838953204647;0.013356754785963485;-0.015088076531293015;0.025984580315156623;-0.028180680548784445;0.20065956952596126;-0.005685404602238056;0.00721598605657259;-0.009878986794121627;0.013250449251215185;0.36286562370312403;-0.02990557128668092;6.697293307201495;2.7904271232908022;1.0210331462178446
00000005;mean-filled;False;1000;cosine;200;4.0065765380859375;4;[150, 200];ResNet50;0.9708492;1.0325102748126387;0.31671939045190817;0.996394720673561;0.06701735578477383;0.9977594774961472;0.2060961;0.2060961;0.594676287768019;0.1897626658043337;[1.03251027];0.7401983597161662;0.019297291154021113;0.018060025537452184;0.002043302112919886;0.007099014508669459;-0.011061244060498842;0.01747361296004909;-0.01646493873917726;0.08909508893979222;-0.0032880668842800095;0.0024382619171995543;-0.007261754630204573;0.006218708659900138;0.1897626658043337;-0.02878079674646203;9.444169333552548;2.5440186825082436;0.942268443423153
00000005;mean-filled;True;1000;cosine;200;4.0065765380859375;4;[150, 200];ResNet50;0.9708492;1.0785928424817584;0.16308264657855034;0.9951205164194107;0.042626475058496;0.9974931365251541;0.27553755;0.27553755;0.697479555689336;0.23306642473704708;[1.07859284];0.5124199059686616;0.02518691718971741;0.02260482898610709;0.0029680687604034;0.011498344932946556;-0.019278945706110297;0.02425504141827331;-0.03689417953688087;0.09855392306478465;-0.005915637855761121;0.006377035391620026;-0.014299922745591718;0.013267985551896023;0.23306642473704708;-0.04204839515435578;8.4859614863822;1.9659202361669277;0.9943481243158754
00000006;mean-filled;False;1000;cosine;50;13.671875;4;[0, 50];ResNet50;0.9999809;0.7861052422472404;7.926355756353587e-05;0.8825816959142684;2.2296435454336463e-05;0.9972220587730408;0.25011805;0.25011805;0.4987225562727472;0.1714009162733207;[0.78610524];-0.5759954397613803;0.0439377841871977;0.042057105641735155;0.028716670051088723;0.03140662164486631;-0.0057544196900004094;0.13183284182987826;-0.023662656290051296;0.16347223394947738;0.0030545593620132892;0.04029818129855836;-0.003151750808051837;0.08965694699491611;0.1714009162733207;-0.031363016276275094;1.5300445389047435;1.3391158755405252;0.9963089133719631
00000006;mean-filled;True;1000;cosine;50;13.671875;4;[0, 50];ResNet50;0.9999809;1.018921785466882;1.8492442814022072e-05;0.9999778270721436;7.90103320923663e-06;0.9999855780601501;0.44101727;0.44101727;0.8328782165391995;0.154637679463878;[1.01892179];-0.1947932132957163;0.03526091757371547;0.0341223155579548;0.02452723890402373;0.02608803053813696;-0.004607762602520905;0.10698057191358946;-0.012078904396477415;0.13843199362485942;0.0042932770271439805;0.026737311939443523;-0.002672291685634792;0.0695541165012293;0.154637679463878;-0.016728625482646812;1.4376227879417303;1.3079682465133913;0.9999959084188242
00000006;mean-filled;False;1000;cosine;100;7.3486328125;4;[50, 100];ResNet50;0.9999809;0.6947641702345385;7.882127283664886e-05;0.3972530454397199;2.4955690514616434e-05;0.9332087802886962;0.16715084;0.16715084;0.4359899748981523;0.10723092025574912;[0.69476417];-0.5875203843397868;0.0176560833020159;0.01722101964180094;0.012455664443058387;0.013050568446719093;-0.0028187030040581025;0.04265251652339453;-0.004612040851674717;0.07267949296845386;0.001843752861269304;0.014801486276617268;-0.0012013501628365902;0.03214632609702903;0.10723092025574912;-0.004724096860032744;1.417514367276949;1.319560884424946;0.9455013793311414
00000006;mean-filled;True;1000;cosine;100;7.3486328125;4;[50, 100];ResNet50;0.9999809;1.057878459232945;3.6557939347403595e-05;0.9999789237976073;1.7072084810934028e-05;0.9999904680252075;0.44917545;0.44917545;0.8495128765763836;0.1540985982529131;[1.05787846];-0.2189493104434415;0.021264513465214095;0.020557742258201134;0.012826050582423311;0.013930769530091442;-0.003689734697904423;0.043962476400166185;-0.006614259039129451;0.08788597296297017;0.0019824021706596772;0.015159688482263234;-0.00223239285971244;0.031084983959670076;0.1540985982529131;-0.009509149924123963;1.657915921082891;1.4757075848390835;0.999994468810331
